all,linenumber,processname,pid,sys,vfs,fs,cache,block,driver,storage,journaling,total,wait,type,filename,starttime,endtime,iosize,class
1,71758,system_server,595,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,36.455181,36.455211,3,
1,72336,system_server,595,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,write,tasks,36.471509,36.471509,3,
1,72342,system_server,595,0.000000,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,36.471875,36.471906,3,
1,72880,system_server,595,0.000000,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,36.483687,36.483717,3,
1,72886,system_server,595,0.000000,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,36.484023,36.484053,3,
1,73305,system_server,595,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,36.495712,36.495742,3,
1,73311,system_server,595,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,write,tasks,36.496078,36.496078,3,
1,73852,system_server,595,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,36.507737,36.507767,3,
1,73858,system_server,595,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,36.508073,36.508103,3,
1,74309,system_server,595,0.000000,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,36.519121,36.519152,3,
1,74315,system_server,595,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,36.519487,36.519518,3,
1,74770,system_server,595,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,36.530932,36.530963,3,
1,74776,system_server,595,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,36.531329,36.531360,3,
1,75195,system_server,595,0.000000,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,36.541737,36.541767,3,
1,75201,system_server,595,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,36.542011,36.542042,3,
1,78004,system_server,595,0.000000,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,36.625790,36.625820,3,
1,78034,system_server,595,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,36.626125,36.626156,3,
1,78487,system_server,595,0.000000,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,36.637845,36.637876,3,
1,78493,system_server,595,0.000000,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,36.638242,36.638273,3,
1,78924,system_server,595,0.000000,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,36.649138,36.649168,3,
1,78932,system_server,595,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,36.649657,36.649687,3,
1,79335,system_server,595,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,36.660613,36.660644,3,
1,79341,system_server,595,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,36.661010,36.661041,3,
1,79841,system_server,595,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,36.672394,36.672425,3,
1,79882,system_server,595,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,write,tasks,36.672822,36.672822,3,
1,80292,system_server,595,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,36.683229,36.683260,3,
1,80298,system_server,595,0.000000,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,36.683595,36.683626,3,
1,80719,system_server,595,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,write,tasks,36.694369,36.694369,3,
1,80729,system_server,595,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,36.694979,36.695010,3,
1,81189,system_server,595,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,36.706943,36.706974,3,
1,81195,system_server,595,0.000000,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,36.707310,36.707340,3,
1,81758,system_server,595,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,write,tasks,36.725164,36.725164,3,
1,81764,system_server,595,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,36.725530,36.725561,3,
1,82300,system_server,595,0.000000,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,36.743934,36.743965,3,
1,82306,system_server,595,0.000000,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,36.744300,36.744331,3,
1,82739,system_server,595,0.000000,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,36.755471,36.755501,3,
1,82745,system_server,595,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,write,tasks,36.755806,36.755806,3,
1,83250,system_server,595,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,36.767862,36.767893,3,
1,83256,system_server,595,0.000000,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,36.768198,36.768228,3,
1,83719,system_server,595,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,write,tasks,36.779032,36.779032,3,
1,83725,system_server,595,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,36.779338,36.779368,3,
1,84126,system_server,595,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,36.790264,36.790295,3,
1,84132,system_server,595,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,36.790661,36.790691,3,
1,84561,system_server,595,0.000000,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,36.801923,36.801953,3,
1,84610,system_server,595,0.000000,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,36.802472,36.802503,3,
1,85080,system_server,595,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,36.814009,36.814039,3,
1,85087,system_server,595,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,write,tasks,36.814406,36.814406,3,
1,85604,system_server,595,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,write,tasks,36.826492,36.826492,3,
1,85612,system_server,595,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,36.826827,36.826858,3,
1,86214,system_server,595,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,36.840043,36.840073,3,
1,86220,system_server,595,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,write,tasks,36.840439,36.840439,3,
1,86812,system_server,595,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,write,tasks,36.854540,36.854540,3,
1,86818,system_server,595,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,36.854876,36.854906,3,
1,87432,system_server,595,0.000000,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,36.868976,36.869007,3,
1,87438,system_server,595,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,36.869464,36.869495,3,
1,87960,system_server,595,0.000000,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,36.885518,36.885549,3,
1,87966,system_server,595,0.000000,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,36.885945,36.885976,3,
1,88447,system_server,595,0.000000,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,36.901114,36.901145,3,
1,88453,system_server,595,0.000000,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,36.901724,36.901755,3,
1,96935,system_server,595,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,write,tasks,37.028292,37.028292,3,
1,97028,system_server,595,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,37.032809,37.032840,3,
1,97032,system_server,595,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,37.032870,37.032901,3,
1,97036,system_server,595,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,37.032901,37.032931,3,
1,99010,system_server,595,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,37.057226,37.057256,3,
1,99016,system_server,595,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,37.057531,37.057561,3,
1,99452,system_server,595,0.000000,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,37.069525,37.069556,3,
1,99460,system_server,595,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,write,tasks,37.069922,37.069922,3,
1,100627,system_server,595,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,37.088692,37.088723,3,
1,100633,system_server,595,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,write,tasks,37.089058,37.089058,3,
1,101254,system_server,595,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,37.106272,37.106302,3,
1,101260,system_server,595,0.000000,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,37.106730,37.106760,3,
1,102042,system_server,595,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,37.135053,37.135083,3,
1,102048,system_server,595,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,37.135388,37.135419,3,
1,615,hwcVsyncThread,294,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.016573,read,vsync_event,35.508927,35.525530,64,
1,1391,hwcVsyncThread,294,0.000000,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.016939,read,vsync_event,35.525561,35.542530,64,
1,2493,hwcVsyncThread,294,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.016268,read,vsync_event,35.542591,35.558859,64,
1,4142,hwcVsyncThread,294,0.000031,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000061,0.016603,read,vsync_event,35.558889,35.575553,64,
1,5667,hwcVsyncThread,294,0.000000,0.000061,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000061,0.016847,read,vsync_event,35.575584,35.592492,64,
1,7529,hwcVsyncThread,294,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.016389,read,vsync_event,35.592523,35.608912,64,
1,10917,hwcVsyncThread,294,0.000000,0.000062,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000062,0.016603,read,vsync_event,35.608942,35.625607,64,
1,13928,hwcVsyncThread,294,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.016634,read,vsync_event,35.625637,35.642271,64,
1,17253,hwcVsyncThread,294,0.000000,0.000061,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000061,0.016603,read,vsync_event,35.642301,35.658965,64,
1,20791,hwcVsyncThread,294,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.016633,read,vsync_event,35.658996,35.675660,64,
1,22280,hwcVsyncThread,294,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.016633,read,vsync_event,35.675691,35.692324,64,
1,23269,hwcVsyncThread,294,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.016634,read,vsync_event,35.692385,35.709019,64,
1,86106,hwcVsyncThread,294,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.006562,read,vsync_event,36.836899,36.843492,64,
1,86387,hwcVsyncThread,294,0.000000,0.000061,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000061,0.016603,read,vsync_event,36.843522,36.860186,64,
1,87076,hwcVsyncThread,294,0.000031,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000061,0.016664,read,vsync_event,36.860217,36.876942,64,
1,93842,hwcVsyncThread,294,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.013276,read,vsync_event,36.997070,37.010346,64,
1,95919,hwcVsyncThread,294,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.016604,read,vsync_event,37.010407,37.027011,64,
1,96909,hwcVsyncThread,294,0.000062,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000062,0.016633,read,vsync_event,37.027041,37.043736,64,
1,101072,hwcVsyncThread,294,0.000000,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.009004,read,vsync_event,37.101419,37.110453,64,
1,101326,hwcVsyncThread,294,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.016633,read,vsync_event,37.110484,37.127117,64,
1,627,SurfaceFlinger,274,0.000000,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,read,no_name,35.509141,35.509171,16,
1,1403,SurfaceFlinger,274,0.000000,0.000000,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,read,no_name,35.525835,35.525866,16,
1,2524,SurfaceFlinger,274,0.000000,0.000000,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,read,no_name,35.542835,35.542866,16,
1,4162,SurfaceFlinger,274,0.000000,0.000061,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000061,0.000152,read,no_name,35.559103,35.559316,16,
1,5700,SurfaceFlinger,274,0.000000,0.000000,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,read,no_name,35.575828,35.575858,16,
1,7580,SurfaceFlinger,274,0.000000,0.000000,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,read,no_name,35.592767,35.592797,16,
1,10969,SurfaceFlinger,274,0.000000,0.000000,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,read,no_name,35.609187,35.609217,16,
1,13974,SurfaceFlinger,274,0.000000,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,read,no_name,35.625851,35.625881,16,
1,17336,SurfaceFlinger,274,0.000062,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000062,0.000000,read,no_name,35.642667,35.642729,16,
1,20836,SurfaceFlinger,274,0.000000,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,read,no_name,35.659210,35.659240,16,
1,22310,SurfaceFlinger,274,0.000030,0.000000,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000061,0.000000,read,no_name,35.676118,35.676179,16,
1,86094,SurfaceFlinger,274,0.000061,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000061,0.000000,read,no_name,36.836624,36.836685,16,
1,86405,SurfaceFlinger,274,0.000000,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,read,no_name,36.843736,36.843766,16,
1,87117,SurfaceFlinger,274,0.000000,0.000000,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,read,no_name,36.860674,36.860705,16,
1,95953,SurfaceFlinger,274,0.000031,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000061,0.000000,read,no_name,37.010621,37.010682,16,
1,101346,SurfaceFlinger,274,0.000000,0.000000,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,read,no_name,37.110911,37.110942,16,
1,621,SurfaceFlinger,274,0.000000,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,no_name,35.509080,35.509110,1,
1,1397,SurfaceFlinger,274,0.000031,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000061,0.000000,write,no_name,35.525744,35.525805,1,
1,2514,SurfaceFlinger,274,0.000000,0.000000,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,no_name,35.542774,35.542805,1,
1,4156,SurfaceFlinger,274,0.000000,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,no_name,35.559042,35.559072,1,
1,5683,SurfaceFlinger,274,0.000031,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000061,0.000000,write,no_name,35.575736,35.575797,1,
1,7562,SurfaceFlinger,274,0.000031,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000061,0.000000,write,no_name,35.592675,35.592736,1,
1,10948,SurfaceFlinger,274,0.000031,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000061,0.000000,write,no_name,35.609095,35.609156,1,
1,13959,SurfaceFlinger,274,0.000000,0.000000,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,no_name,35.625790,35.625820,1,
1,17320,SurfaceFlinger,274,0.000000,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,no_name,35.642606,35.642637,1,
1,20821,SurfaceFlinger,274,0.000000,0.000000,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,no_name,35.659148,35.659179,1,
1,22304,SurfaceFlinger,274,0.000000,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,no_name,35.676057,35.676087,1,
1,86399,SurfaceFlinger,274,0.000000,0.000000,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,no_name,36.843675,36.843705,1,
1,95941,SurfaceFlinger,274,0.000000,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,no_name,37.010560,37.010591,1,
1,96395,SurfaceFlinger,274,0.000000,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,main,37.014192,37.014222,3,
1,101340,SurfaceFlinger,274,0.000000,0.000000,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,no_name,37.110850,37.110881,1,
1,663,Binder_1,1312,0.000000,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,35.509538,35.509568,4,
1,673,Binder_1,1312,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,35.509599,35.509629,4,
1,677,Binder_1,1312,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,35.509629,35.509660,4,
1,693,Binder_3,701,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,35.510545,35.510575,3,
1,697,Binder_3,701,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,write,tasks,35.510636,35.510636,3,
1,701,Binder_3,701,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,35.510667,35.510697,3,
1,705,Binder_3,701,0.000000,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,35.510758,35.510789,3,
1,1429,Binder_3,701,0.000000,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,35.527300,35.527331,3,
1,1433,Binder_3,701,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,35.527362,35.527392,3,
1,1437,Binder_3,701,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,write,tasks,35.527423,35.527423,3,
1,1441,Binder_3,701,0.000000,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,35.527514,35.527545,3,
1,3102,Binder_3,701,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,write,tasks,35.548024,35.548024,3,
1,3125,Binder_3,701,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,write,tasks,35.548176,35.548176,3,
1,4424,Binder_3,701,0.000000,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,35.561727,35.561758,3,
1,4432,Binder_3,701,0.000000,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,35.561819,35.561850,3,
1,7113,Binder_3,701,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,35.589104,35.589135,3,
1,7126,Binder_3,701,0.000000,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,35.589226,35.589257,3,
1,86064,Binder_3,701,0.000000,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,36.836197,36.836228,3,
1,86072,Binder_3,701,0.000000,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,36.836319,36.836350,3,
1,86934,Binder_3,701,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,36.858569,36.858599,3,
1,86938,Binder_3,701,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,write,tasks,36.858660,36.858660,3,
1,87050,Binder_3,701,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,write,tasks,36.859942,36.859942,3,
1,87054,Binder_3,701,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,36.860003,36.860034,3,
1,93947,Binder_3,701,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,36.997803,36.997833,3,
1,93964,Binder_3,701,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,write,tasks,36.997925,36.997925,3,
1,101046,Binder_3,701,0.000000,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,37.101145,37.101175,3,
1,101050,Binder_3,701,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,write,tasks,37.101267,37.101267,3,
1,101982,Binder_3,701,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,37.133740,37.133771,3,
1,101986,Binder_3,701,0.000000,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,37.133801,37.133832,3,
1,3170,surfaceflinger,162,0.000000,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,35.548726,35.548756,3,
1,3179,surfaceflinger,162,0.000000,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,35.548817,35.548848,3,
1,4530,surfaceflinger,162,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,35.563711,35.563742,3,
1,4536,surfaceflinger,162,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,write,tasks,35.563833,35.563833,3,
1,8150,surfaceflinger,162,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,35.595788,35.595819,3,
1,8163,surfaceflinger,162,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,35.595849,35.595880,3,
1,11208,surfaceflinger,162,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,35.610468,35.610499,3,
1,11226,surfaceflinger,162,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,write,tasks,35.610560,35.610560,3,
1,11236,surfaceflinger,162,0.000000,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,35.610591,35.610621,3,
1,11256,surfaceflinger,162,0.000000,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,35.610682,35.610713,3,
1,14311,surfaceflinger,162,0.000061,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000061,0.000000,write,tasks,35.627743,35.627804,3,
1,14331,surfaceflinger,162,0.000000,0.000030,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,write,tasks,35.627835,35.627865,3,
1,14345,surfaceflinger,162,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,write,tasks,35.627896,35.627896,3,
1,14363,surfaceflinger,162,0.000000,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,35.627987,35.628018,3,
1,17667,surfaceflinger,162,0.000000,0.000031,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000031,0.000000,write,tasks,35.644529,35.644560,3,
